Skeleton ID,Frontal - Left,Frontal - Right,Parietal - Left,Parietal - Right,Occipital,Temporal - Left,Temporal - Right,Sphenoid,Ethmoid,Vomer,Nasal - Left,Nasal - Right,Zygomatic - Left,Zygomatic - Right,Maxilla - Left,Maxilla - Right,Palatine - Left,Palatine - Right,Hyoid,Mandible,Unidentified Cranial Fragments,LXI1,LXI2,LXC,LXPM3,LXPM4,LXM1,LXM2,LXM3,RXI1,RXI2,RXC,RXPM3,RXPM4,RXM1,RXM2,RXM3,LNI1,LNI2,LNC,LNPM3,LNPM4,LNM1,LNM2,LNM3,RNI1,RNI2,RNC,RNPM3,RNPM4,RNM1,RNM2,RNM3,Clavicle - Left,Clavicle - Right,Scapula - Left,Scapula - Right,Patella - Left,Patella - Right,Sacrum,Ilium - Left,Ilium - Right,Ischium - Left,Ischium - Right,Pubis - Left,Pubis - Right,Coccyx,C1,C2,C7,C3-6,T1-9,T10,T11,T12,L1,L2,L3,L4,L5,LXdI1,LXdI2,LXdC,LXdM1,LXdM2,RXdI1,RXdI2,RXdC,RXdM1,RXdM2,LNdI1,LNdI2,LNdC,LNdM1,LNdM2,RNdI1,RNdI2,RNdC,RNdM1,RNdM2,Vertebral Fragments,Sternum,1st Rib - Left,1st Rib - Right,2nd Rib - Left,2nd Rib - Right,11th Rib - Left,11th Rib - Right,12th Rib - Left,12th Rib - Right,3-10 Ribs - Left,3-10 Ribs - Right,Ribs - Unsided,Humerus - Left,Humerus - Right,Radius - Left,Radius - Right,Ulna - Left,Ulna - Right,Femur - Left,Femur - Right,Tibia - Left,Tibia - Right,Fibula - Left,Fibula - Right,Talus - Left,Talus - Right,Calcaneus - Left,Calcaneus - Right,Carpals - Left,Carpals - Right,Metacarpals - Left,Metacarpals - Right,Hand Phalanges,Tarsals - Left,Tarsals - Right,Metatarsals - Left,Metatarsals - Right,Foot Phalanges,Inventory Comments,Ossified Cartilage,Rhomboid Fossa - L,Rhomboid Fossa - R
"T36",0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,"2","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,20,1,1,1,1,0,0,0,0,0,"2","2","50","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Prox Epiph","Prox Epiph",,"Middle Third",0,0,0,0,"cap, ham, lun, scaph, less mult, triq, gr mult","cap, ham, lun, scaph, gr mult, less mult, triq","1, 2, 3, 4, 5","1, 2, 3, 4, 5","8 prox, 8 interm, 5 distal",,,,,,"Plenty of epiphyses from hands also present.",0,"Absent","Absent"
"T37",0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,"4","9",1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,30,1,0,1,1,0,0,0,0,0,"1","3","30","Complete","Complete","Complete","Complete","Complete","Complete","Prox Third","Prox Third","Distal Third","Middle Third","Complete","Complete",0,0,1,1,"cap, ham, lun, scaph, triq","cap, ham, lun, scaph, triq, less mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 6 interm, 2 dist",,,,,,"Both tibiae include proximal and distal pieces.  Unsure which T vert is missing, but probably T11.",0,"Unknown (fragmented clavicle)","Unknown (clavicle fragmented)"
"T38",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","4","Distal Third","Middle Third","Complete","Middle Third","Complete","Middle Third","Prox Third","Prox Third","Middle Third","Middle Third","Middle Third","Middle Third",1,0,0,1,,,"3, 4, 5",,"7 prox, 4 interm","3rd cunei, cuboid","1st cunei, navic","1, 5",,"1 prox","Also included: one MT head, one MC1 (can't tell side), one MC, one unknown (possibly pathological) bone.  No verts present at all, only 4 rib frags.",0,"Unknown (fragmented clavicle)",
"T39",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,0,"0","0","50","Middle Third","Middle Third","Middle Third","Middle Third","Middle Third","Middle Third","Prox Third","Middle Third","Middle Third","Middle Third","Complete","Complete",1,1,1,1,"cap, ham, lun, scaph, gr mult, less mult","cap","2",,"4 prox, 2 interm","navic, 1st, 2nd, 3rd cunei","navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","8 prox, 2 distal","Also included are 3 MCs that are unidentifiable.",0,"Unknown (fragmented clavicle)","Present"
"T40",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,"4","5",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,50,1,0,0,0,0,0,0,1,0,"3","1","30","Distal Third","Distal Third","Distal Third","Prox Third","Complete","Prox Third","Prox Third",,,"Distal Epiph","Middle Third","Middle Third",0,0,0,1,"cap, ham, lun, scaph, triq, gr mult, less mult, pisi","cap, ham, lun, scaph, triq, gr mult, less mult, pisi","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 7 interm, 6 dist",,,,"5",,"Pelvis fragment (ischium?).  Cranial frags are mostly parietal.  There are numerous vert frags, mostly lumbar.  Unsure which.  Two MT2-4s, unsure on side.",0,"Unknown (fragmented clavicle)","Unknown (clavicle fragmented)"
"T41",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"1","0","4",,"Middle Third",,"Middle Third",,"Middle Third","Middle Third","Middle Third",,,"Middle Third",,0,0,0,0,,"lun, triq","1","1","L - 3 prox, 2 interm; R - 4 prox, 2 interm",,,,,,"Many bone fragments that can't be identified and fall apart when you touch them.  Also, two R MCs that can't be identified and one L MC.",0,,"Unknown (clavicle fragmented)"
"T42",1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,,"9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,0,1,1,0,0,0,0,0,0,"6","5","20","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,,"cap, ham, lun, gr mult, less mult, triq, scaph",,"1, 2, 3, 4, 5","8 prox, 4 interm","cub, navic, 1st, 2nd, 3rd cunei","cub, navic","1, 2, 3, 4, 5","1",,"Unsure quite which verts are present; one or two of the T verts could be C.  The 5 L verts are definitely present.  Cranium is fragmented.",0,"Absent","Absent"
"T45",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,100,0,0,0,1,0,0,0,0,0,"0","0","100","Distal Third","Middle Third","Middle Third","Middle Third",,"Prox Third","Middle Third","Middle Third",,,,"Middle Third",0,0,0,0,,,,,"2 prox en bloc",,,,,,"All bones marked as present are very fragmentary.",0,,
"T46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","1",0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,"0","0","13",,,,,,,,"Prox Third",,,,,0,0,1,1,,,,,"1 prox",,,,,"1 prox 1st","Also included: 2 MTs (unidentifiable), 1 MC (unidentifiable), 2 long bone shaft fragments, 1 long bone metaphysis, 4 teeth.  No measurements are possible.",0,,
"T47",1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,"3","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,1,0,0,0,0,"2","0","50","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Prox Epiph","Prox Third","Middle Third","Prox Third",0,0,0,1,"cap, scaph, gr mult, lun, less mult","triquetral","2, 3, 4, 5","1, 2, 3","5 prox, 3 interm, 3 distal",,,,,,"Coccyx fused with sacrum.",0,"Absent","Present"
"T48",0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"3","3",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,0,0,0,0,"5","4","20","Complete","Complete","Complete","Prox Third","Complete","Prox Third","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,,,,,"1 prox, 1 interm","nav, cub, 1st cunei, 3rd cunei","nav, cub, 1st cunei, 3rd cunei","1","1, 5","9 prox, 2 distal","1 sesamoid bone in feet.  2 MCs, unknown side or #.  1 frag pelvis.  1 animal bone (phalanx?) bagged with feet.  Supernumerary tooth between RNC and RNP3.  See photos, notes.  3 MTs, unknown side or #.",0,"Present","Unknown (clavicle fragmented)"
"T49",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,"Middle Third","Middle Third",,"Middle Third",,"Middle Third","Middle Third",1,0,0,1,"gr mult, triquet",,,,,,"cuboid",,"one",,"Also fragments of R femur, tibia.",0,,
"T50",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,50,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,"3","5",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,50,1,0,0,0,0,0,0,0,0,"0","0","100","Complete","Middle Third","Prox Third","Middle Third","Prox Third","Prox Third","Complete","Complete","Prox Third","Prox Third","Middle Third","Middle Third",1,0,0,0,"capitate","gr mult, less mult",,"1, 2, 3","6 prox, 5 interm, 3 distal",,"2nd cunei, 3rd cunei",,,,"Impossible to side: pisiform, ribs, calcaneus.  Impossible to identify: L verts, T verts (at least 5 present), 4 MCs, 1 MT.",0,"Absent","Absent"
"T51A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,,"9",1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,0,0,"0","0","50","Complete","Distal Third","Prox Third","Prox Third","Prox Third","Complete","Complete","Complete","Middle Third","Complete","Complete","Distal Third",1,1,1,1,"triq, lun, cap, ham","ham","3","1, 2, 3, 4, 5","L - 2 int; R - 4 prox, 2 int, 1 dist","3rd cunei","navicular, cuboid, 1st cunei, 2nd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","1st prox, 2 1st distal, 4 prox, 2 int","No cranium or dentition.",0,"Absent","Absent"
"T51B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,"1",,,,,,,,,"1",,,,,,,5,0,0,0,0,0,0,0,0,0,,,"10","Complete","Distal Third",,,,,"Complete","Complete","Complete","Complete",,"Complete",0,0,0,0,,,"3 (unsure which side)",,,,,,,,,0,,
"T52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,"Complete","Complete","Complete","Complete",1,1,1,1,,,,,,"1st cunei, navicular, 2nd cunei, 3rd cunei","1st cunei, navicular","1, 2, 3, 4, 5","5","9 prox, 2 interm, 1 distal 1st",,0,,
"T53",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,100,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,"4","9",0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,"4",,,50,1,1,0,0,1,0,0,0,0,"3","1","100","Complete","Distal Third","Complete","Complete","Complete","Complete","Prox Third","Complete",,,,,0,0,0,0,"cap, ham, scaph, lun, gr mult, less mult, pisi","cap, ham, lun, triq, scaph, less mult, pisi","1, 2, 3, 4, 5","1, 2, 3, 4, 5","L - 5 P, 4 I, 2 D; R - 3 P, 4 I",,,,,,"Cranium is fragmentary.  RNdC retained into adulthood, RNC and RNI2 are reversed in position somehow.  Lots of rib fragments.",0,"Present","Present"
"T55",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,"3","6",0,0,0,1,1,1,1,1,,,,,,,,,,"4",,,,,,,,,,"3",10,0,0,0,0,0,0,0,0,0,"2","0","13","Middle Third","Complete",,"Complete","Prox Third","Complete","Complete","Complete","Distal Third","Distal Third","Complete","Complete",0,1,1,1,,,,,,"cuboid, two cuneiforms","cuboid, two cuneiforms","1, 2, 3, 4, 5","1, 2, 3, 4, 5","L - 3  prox; R - 3 prox",,0,,"Present"
"T56",1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"4","9",1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,"5","3","30","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Prox Third","Distal Third","Distal Epiph","Middle Third","Middle Third",0,0,1,1,"ham, scaph, lun, gr mult, less mult, triq","cap, ham, lun, scaph, gr mult, less mult, triq","1, 2, 3, 4, 5","1, 2, 3, 4, 5","9 prox, 8 interm, 4 distal","cub, 1st cunei, 3rd cunei","1st cunei","1, 5","1, 5","4 prox","4 unsideable MTs.  Pelvis very fragmentary.  No L verts.  M3s are not fully erupted.",0,"Absent","Absent"
"T57",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,"4","8",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,20,1,1,1,0,0,0,0,0,0,"0","0","50","Complete","Complete","Complete","Complete","Complete","Complete","Prox Third","Complete","Complete",,"Complete","Distal Third",1,0,1,0,"ham, cap, scaph, lun, gr mult, less mult","ham, cap, scaph, lun, triquetral, pisiform","1, 2, 3, 4, 5","1, 2, 3, 4, 5","L: 4 prox, 4 int, 4 dist; R: 5 prox, 4 int, 2 dist","navicular, 1st cunei, 2nd cunei","navicular, 3rd cunei","1, 2, 4, 5","2, 3, 4, 5","3 prox","L femur only represented by a head and a fragment of the distal end.  Two additional tooth roots were found; impossible to tell which teeth they are without a maxilla.  Lots of rib fragments.  Unknown how frag L clav is.",0,,"Present"
"T59",1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,"2","1",0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,20,1,0,0,0,0,0,0,0,0,"0","0","10","Middle Third","Distal Third","Middle Third","Middle Third","Prox Third","Middle Third","Complete","Middle Third","Distal Third","Complete","Distal Third","Distal Third",1,1,1,1,"ham, scaph, lun, cap","lun, gr mult","1, 2, 4, 5","1, 2, 3","2 prox, 2 interm","nav, cub, 1st cun, 2nd cun, 3rd cun","nav, cub, 1st cun, 2nd cun, 3rd cun","2, 3, 4, 5","1, 2, 3, 4, 5","5 prox, 2 interm, 1 dist","One hand phalanx stuck to right ilium (along with pieces of more bone, likely hand bones).  Did not remove complete bone, but it is included in the inventory.",0,"Unknown (fragmented clavicle)","Unknown (clavicle fragmented)"
"T60A",0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,"4","7",0,0,0,1,1,0,0,0,"2","2","1","2",,"2","2","1","2",,"3","2","2","2","1","3","2","2","2","1",0,0,0,1,1,1,0,0,0,0,"4","7","30","Complete","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",,"Complete",0,0,0,0,,,,,"1 prox",,,,,,"Adult NM1s mineralizing and visible in mandible.  Half of 2 L neural arches present.  Unsure which L verts.  One MC present (not sure which).",0,,"Unknown (clavicle fragmented)"
"T60B",0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,"4","4",,"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",10,1,1,1,0,1,0,1,1,0,"8","8","0","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,,"capitate","2, 3, 4, 5","1, 2, 3, 4, 5","1 prox, 3 interm","cuboid, unknown","cuboid, 2nd cunei, unknown","1, 2, 3, 4","1, 2, 3, 4","1 prox 1st","Mineralization of adult NM1s and NM2s, and of XM1s.",0,"Absent","Absent"
"T61",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","50","Distal Third","Distal Third","Prox Third","Middle Third","Prox Third","Complete","Complete","Complete","Complete","Complete","Distal Third","Complete",1,1,1,1,"pisiform, triquetral",,,"4","all L - 4 prox, 5 intermed, 4 distal","navicular, 1st cunei, 3rd cunei","navicular, 1st cunei, 2nd cunei, cuboid","1","1, 2","1st prox and dist; 3 prox, 1 interm","All skeletal elements are fragmentary.  Noted as complete if the majority of the bone remained.  50+ cranial fragments.  No vert frags at all.  Lots of rib frags, 50+.  3 additional MTs, cannot side.",0,,
"T62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,"Middle Third",,,,,,0,0,0,0,,,,,,,,,,,"The only bones identifiable in this large collection of crumbly fragments were a shaft fragment of the L femur and 2 cranial frags.  There are, however, 27 adult teeth and 11 deciduous teeth.",0,,
"T63A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,"4",,"4",,,,,"4",,,,"4","4",,,"4","4","4",0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"2 long bone fragments, probably ulna, but could be a small humerus.",0,,
"T63B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,,
"T64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","11","Distal Epiph","Middle Third","Prox Third","Distal Epiph","Prox Third","Distal Epiph","Distal Epiph",,"Distal Third","Distal Epiph","Complete","Complete",0,0,1,1,,"hamate, lunate, gr mult",,"1, 2, 3, 4, 5","3 prox",,,,,,,0,,
"T65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,20,1,0,0,0,0,0,0,0,0,"0","0","100",,"Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, ham, lun, scaph, triq, gr mult, less mult","cap, ham, lun, scaph, less mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 6 interm","cuboid, navic, 1st, 2nd, 3rd cunei","cuboid, navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","6 prox, 1 interm, 1 distal (R 1st)","Coccyx is fused to sacrum.",0,,"Unknown (clavicle fragmented)"
"T66",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,"4 bodies","9",0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","30","Distal Third","Distal Third","Middle Third","Complete","Middle Third","Complete",,"Prox Third",,,,,0,0,0,0,"scaphoid, triquetral, trapezium","lunate","1, 3","3","L - 2 P, 1 I, 3 D; R - 2 P, 3 I, 1 D",,,,,,"9 T vert bodies.  2 L vert, probably 1-2, and 1 sacrum fragment.  4 unidentifiable MCs.",0,,
"T67",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,"4","8",0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,0,0,"8","9","0","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"pisi, cap, lun, scaph, ham, triquetral, gr mult","cap, lun, scaph, ham, triquetral, gr mult, less mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","L - 5 P, 4 I; R - 5 P, 3 I, 1 D","nav, cub, 1st cun, 2nd cun, 3rd cun","nav, cub, 1st cun, 2nd cun, 3rd cun","1, 2, 3, 4, 5","1, 2, 3, 4, 5","L - 4 P; R - 1 distal 1st",,1,"Present","Present"
"T68A",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,"0","0","16","Middle Third","Complete",,"prox and distal thirds","Prox Third","Complete","Prox Third",,,,,,0,0,1,0,,"less mult","1, 4","2","2 prox, 1 interm","3rd cunei",,"4",,,"Also included: one fragment of fibula shaft.",0,,"Unknown (clavicle fragmented)"
